"county_name","median_age","mean_savings","per_capita_income","percent_in_poverty","percent_veterans","percent_female","population_density","percent_in_nursing_homes","crime_index_PC","state","clinton_win"
"Curry",29,88656,14249,20.1,9.56,50.74,32.5,4.55,30,"NM",FALSE
"Lea",30.2,68951,14230,23.2,11.58,50.56,12.9,5.63,641,"NM",FALSE
"Los Alamos",37.8,174882,27619,1.9,15.05,49.42,165.4,3.09,197,"NM",FALSE
"Otero",29,38795,13740,18.3,10.39,49.48,7.8,3.72,338,"NM",FALSE
"San Juan",28.1,64687,13306,22.3,9.21,50.84,17.2,2.37,479,"NM",FALSE
"Union",37,149828,15837,19.8,16.13,51.39,1,18,200,"NM",FALSE
"Allegany",31.1,57474,13417,18.4,11.75,50.34,49.7,6.99,267,"NY",FALSE
"Cattaraugus",33.2,87907,15252,16,13.27,51.44,65.3,5.65,306,"NY",FALSE
"Chemung",34.2,79970,17248,13.9,14.29,51.39,233.2,4.28,426,"NY",FALSE
"Chenango",33.9,76609,15722,14.5,12.45,51.08,58.5,8.57,255,"NY",FALSE
"Clinton",29.9,77526,15497,14.3,10.49,48.66,82.4,5.61,245,"NY",FALSE
"Columbia",36.5,116650,18599,11.7,13.15,50.82,99.6,8.23,297,"NY",FALSE
"Delaware",35.6,89845,14777,15.1,11.88,50.77,32.8,6.76,226,"NY",FALSE
"Essex",35,59965,16693,15,13.9,48.56,20.8,7.86,245,"NY",FALSE
"Fulton",35.2,82657,16327,14.1,13.63,51.68,109.6,5.92,381,"NY",FALSE
"Genesee",33.3,80164,17553,9.5,12.88,51.31,123.3,7.49,292,"NY",FALSE
"Greene",35.5,112945,16281,12.8,11.84,48.66,71.6,5.58,304,"NY",FALSE
"Herkimer",35.3,88278,15153,13.6,13.44,51.63,47,7.23,191,"NY",FALSE
"Lewis",31.5,58740,14125,13.9,9.98,50.03,21.4,4.84,109,"NY",FALSE
"Livingston",31.2,67816,16841,10.5,10.14,51.4,101.2,6.17,279,"NY",FALSE
"Madison",31,73682,17078,11.3,10.44,50.71,108.4,4.46,248,"NY",FALSE
"Oneida",33.8,112304,17302,14.2,13.16,50.29,208.1,9.36,363,"NY",FALSE
"Orange",31.9,89109,19530,11.7,10.87,49.85,386.6,4.13,330,"NY",FALSE
"Orleans",32.5,58902,15347,11.9,10.89,49.39,111.7,6.38,303,"NY",FALSE
"Oswego",30.5,62279,16777,13.5,11.31,50.78,130.5,4.53,293,"NY",FALSE
"Putnam",33.7,78450,24514,4.5,12.55,49.98,375.8,1.76,193,"NY",FALSE
"Saratoga",32.8,63146,20179,7.6,10.9,50.58,231.4,3.32,274,"NY",FALSE
"Schuyler",34.7,49046,13896,13.2,12.21,50.41,57.5,6.35,264,"NY",FALSE
"Steuben",34.4,65749,17401,14.8,13.88,50.79,71.9,4.51,338,"NY",FALSE
"Suffolk",33.5,117987,23776,7.5,12.89,51.44,1465,4.21,443,"NY",FALSE
"Tioga",33,55137,16878,10.9,12.76,50.62,102.6,5.39,224,"NY",FALSE
"Washington",33,65432,14676,11.9,11.27,48.67,72.3,5.98,223,"NY",FALSE
"Yates",34.8,65220,14712,15.4,11.79,51.47,68.6,5.34,208,"NY",FALSE
"Adams",39.3,134097,17226,11.4,13.33,50.46,3,28.67,90,"ND",FALSE
"Barnes",36.6,130750,16530,14,13.42,51.11,8.2,13.17,181,"ND",FALSE
"Bottineau",37.9,170458,18011,12.6,12.69,49.64,4.6,19.61,143,"ND",FALSE
"Bowman",37.2,221156,19262,10.5,13.38,50.78,2.9,19.12,194,"ND",FALSE
"Burleigh",32,86692,18761,9.9,11.07,51.42,38.2,7.16,389,"ND",FALSE
"Cass",30,91817,19168,9.4,10.34,50.12,60.4,6.88,411,"ND",FALSE
"Cavalier",38.9,161567,19626,10.5,14.07,50.26,3.8,16.67,177,"ND",FALSE
"Dickey",37.4,99090,16951,15.4,12.85,50.46,5.2,29.15,85,"ND",FALSE
"Eddy",40.5,58231,15773,11.2,13.21,50.54,4.6,29.66,159,"ND",FALSE
"Emmons",40.4,174846,15487,13.1,9.87,48.77,3,14.13,87,"ND",FALSE
"Foster",37.6,160329,18324,11.3,12.92,51.29,6,26.05,32,"ND",FALSE
"Grant",39.9,111482,13451,18.8,12.15,49.15,2,7.58,21,"ND",FALSE
"Griggs",41,181881,17253,12.4,13.84,49.98,4.5,15.63,50,"ND",FALSE
"Hettinger",40.5,121609,16993,14.2,12.63,50.34,2.8,16.25,13,"ND",FALSE
"McHenry",39.3,92275,14342,15.5,14.17,49.03,3.4,7.62,114,"ND",FALSE
"McIntosh",48.7,179663,17843,13.2,10.45,51.86,3.9,38.42,63,"ND",FALSE
"McKenzie",33,112893,16443,17.1,15,48.94,2.2,8.03,130,"ND",FALSE
"McLean",37.3,114932,17465,12.5,13.29,49.65,4.7,15.4,98,"ND",FALSE
"Mercer",32.4,92305,19072,7.7,11.75,49.67,9.1,8.95,197,"ND",FALSE
"Morton",33.1,86837,15493,11.9,11.85,50.44,12.2,11.62,426,"ND",FALSE
"Pembina",36.7,155822,21502,10.5,13.28,50.49,8,13.22,106,"ND",FALSE
"Pierce",40.2,140621,18863,12.9,10.17,50.42,4.7,24.58,252,"ND",FALSE
"Ramsey",35.1,111487,17949,13.7,11.53,50.92,10.5,15.6,359,"ND",FALSE
"Renville",37.2,72643,18317,8.5,13,50.22,3.4,19.67,227,"ND",FALSE
"Richland",32.4,94974,15357,12.1,11.37,48.73,12.5,10.56,57,"ND",FALSE
"Stark",31.7,89525,15053,13.4,10.68,50.83,17,10.75,245,"ND",FALSE
"Stutsman",35,107672,16998,12.4,12.32,51.12,9.8,10.92,237,"ND",FALSE
"Walsh",36.1,151209,18900,13.1,11.5,50.23,10.4,14.89,305,"ND",FALSE
"Ward",29.3,95261,16679,12,11.08,50.21,28.6,7.13,367,"ND",FALSE
"Wells",42.1,221975,18655,12.8,12.11,51.6,4.4,20.54,123,"ND",FALSE
"Williams",33.4,122161,16604,13.4,12.92,50.61,10,9.52,273,"ND",FALSE
"Adams",32.9,61507,11918,23.2,9.78,50.82,45.2,7.73,0,"OH",FALSE
"Allen",33,77664,17325,13.7,12.69,50.3,271.7,10.2,412,"OH",FALSE
"Ashland",33.3,69013,15617,10.2,11.95,51.19,114.5,8.02,191,"OH",FALSE
"Auglaize",32.8,91642,17917,7.1,10.86,51.18,114.4,10.76,226,"OH",FALSE
"Butler",31.5,54479,18308,9.9,10.83,51.63,651.2,6.71,433,"OH",FALSE
"Champaign",34.3,68483,17395,10.3,10.69,50.75,85.6,10.49,241,"OH",FALSE
"Crawford",34.5,68674,15581,13.3,13.12,51.67,118.3,8.09,180,"OH",FALSE
"Darke",33.9,103903,16518,9.7,11.99,51.47,89.7,9.81,193,"OH",FALSE
"Delaware",33.4,47619,23025,6.5,9.46,50.48,160.9,5.18,250,"OH",FALSE
"Franklin",30.8,110783,20785,13.4,11.29,52.1,1833,5.18,753,"OH",FALSE
"Fulton",32.5,105934,17660,7.4,9.69,51.11,97.6,7.81,269,"OH",FALSE
"Gallia",33.5,94812,13961,21.2,10.82,51.04,68.9,6.44,134,"OH",FALSE
"Greene",32.4,55472,18890,9.3,12.48,51.23,336.2,8.39,374,"OH",FALSE
"Hamilton",32.8,122764,22932,14.5,12.83,52.58,2138.4,7.82,616,"OH",FALSE
"Henry",33,80964,17539,7.9,11.89,50.85,70.8,6.64,113,"OH",FALSE
"Highland",34.2,88514,13609,15.7,10.68,51.38,67.2,6.8,165,"OH",FALSE
"Huron",32.1,78906,16814,11.4,11.98,51.23,116.6,6.42,199,"OH",FALSE
"Lake",34.3,71140,20387,7.3,13.97,51.36,962.8,5.76,244,"OH",FALSE
"Licking",33.5,60447,17589,11.6,13.03,51.49,192,8.03,227,"OH",FALSE
"Logan",33.7,62210,17387,12.1,11.23,51.46,95.5,9.82,211,"OH",FALSE
"Marion",33.6,60413,15988,14.5,13.53,50.28,159.4,8.26,353,"OH",FALSE
"Medina",33.3,52751,19344,5.8,11.57,50.74,304.1,8.03,39,"OH",FALSE
"Miami",34.3,62726,18555,9.3,12.54,51.31,233.2,7.37,293,"OH",FALSE
"Morgan",34.1,69620,14512,19.5,13.33,51.49,34.2,14.13,83,"OH",FALSE
"Morrow",33,32480,13227,12.8,10.59,50.31,70.3,5.86,60,"OH",FALSE
"Muskingum",33.5,57119,16065,16,12.28,52.3,124.1,8.02,319,"OH",FALSE
"Pickaway",33,63444,14633,13,10.39,44.39,100,6.45,151,"OH",FALSE
"Richland",34.3,59442,16300,13,14.21,50.47,256.3,5.91,623,"OH",FALSE
"Ross",33.8,57173,14640,17.9,13.41,47.5,103.7,6.25,217,"OH",FALSE
"Sandusky",33.2,83470,17028,11,12.29,50.94,153,10.05,223,"OH",FALSE
"Seneca",32.5,84383,16547,12.1,12.2,51.25,108.8,9.7,103,"OH",FALSE
"Shelby",31.6,85522,17769,8.8,9.94,50.13,112.1,7.39,63,"OH",FALSE
"Van Wert",34,63861,16638,7.6,12.5,51.27,73.9,10.53,290,"OH",FALSE
"Warren",32.7,56029,18920,7.3,10.77,49.38,298.6,8.32,322,"OH",FALSE
"Washington",34.6,95060,15917,14.4,13.99,51.71,98.7,8.61,233,"OH",FALSE
"Wayne",32.2,63067,16971,11.2,10.6,50.95,186.9,8.07,213,"OH",FALSE
"Williams",33.2,109117,17665,8.5,11.61,50.89,88.4,9.62,160,"OH",FALSE
"Wyandot",34.1,107119,15820,8.5,11.87,51.87,55,18.34,151,"OH",FALSE
"Adair",31.6,39894,13141,25,8.5,50.92,33.2,9.48,140,"OK",FALSE
"Beaver",36.6,104054,18036,9.2,13,50.06,3.3,10,203,"OK",FALSE
"Blaine",35.8,159998,14565,20.4,13.92,51.85,12.1,21.07,339,"OK",FALSE
"Canadian",32,43711,16627,9.7,10.31,49.78,85.8,4.3,445,"OK",FALSE
"Cleveland",29.7,39890,16143,12.5,9.55,49.62,337.4,6.56,668,"OK",FALSE
"Comanche",28.2,42587,14336,17.3,11.42,48.1,112.5,5.49,500,"OK",FALSE
"Creek",34.2,66062,14414,16.5,12.62,51.31,65.2,8.81,355,"OK",FALSE
"Custer",29.7,118332,14531,18.4,10.94,51,27,19.44,358,"OK",FALSE
"Dewey",38.2,222526,15858,16.1,11.06,52.04,5.4,21.11,156,"OK",FALSE
"Ellis",39.9,132289,16860,14.7,16.2,51.13,3.6,21.82,102,"OK",FALSE
"Garfield",34.2,84295,17313,16.2,14.99,51.95,53.4,9.93,660,"OK",FALSE
"Grant",39.5,216340,18994,12.8,13.73,52.41,5.5,12.73,116,"OK",FALSE
"Harper",39.2,140795,20769,10.7,16.85,50.73,3.8,17.44,156,"OK",FALSE
"Kay",35.6,91631,18563,15,14.75,51.71,53,9.82,467,"OK",FALSE
"Kingfisher",34.1,194152,16336,12.1,11.85,51.41,14.4,14.38,239,"OK",FALSE
"Lincoln",34.8,79845,13389,17.6,11.42,50.88,30.7,8.84,177,"OK",FALSE
"Logan",32.6,42954,15221,18.7,11.22,50.94,39.6,8.95,319,"OK",FALSE
"McClain",34.3,72666,15063,13.8,11.29,50.1,41.1,7.74,303,"OK",FALSE
"Major",37.3,112569,15419,13.3,12.49,51.45,8.2,16.92,283,"OK",FALSE
"Noble",35.1,142423,15276,15.9,11.82,51.46,15.2,9.55,160,"OK",FALSE
"Oklahoma",32.5,86158,19131,17.5,13.48,51.88,861.8,6.11,938,"OK",FALSE
"Pawnee",36.2,64038,13687,17.1,14.08,50.36,27.4,9.87,266,"OK",FALSE
"Payne",26.9,81952,14640,17.8,10.01,49.85,91.1,5.92,427,"OK",FALSE
"Pottawatomie",33.4,67447,14211,20.5,12.63,52.14,75.4,10.96,468,"OK",FALSE
"Roger Mills",36.1,171100,15168,17,11.78,50.43,3.5,5,150,"OK",FALSE
"Rogers",33.9,51822,15936,11.4,11.5,50.55,85.8,5.72,267,"OK",FALSE
"Texas",32.8,120301,18877,12.4,12.27,50.13,8,4.69,231,"OK",FALSE
"Wagoner",32.9,23598,14277,14.2,10.59,50.7,87.7,4.39,230,"OK",FALSE
"Washington",36.7,89239,21320,12.4,14.49,52.06,115.9,7.56,411,"OK",FALSE
"Woods",37.5,221458,17485,16.8,15.58,52.19,7,18.44,182,"OK",FALSE
"Baker",37.9,74163,15167,15.6,15.49,50.01,5.1,7.09,454,"OR",FALSE
"Crook",35.8,62725,15994,10.9,12.89,49.65,5.1,4.17,322,"OR",FALSE
"Douglas",36,70437,15567,15.6,15.43,50.34,19.1,2.17,382,"OR",FALSE
"Grant",36.4,77387,16209,12.3,15.08,49.58,1.7,5.38,291,"OR",FALSE
"Harney",35.7,89645,15956,12.8,16.86,49.54,0.7,4.93,213,"OR",FALSE
"Josephine",39.9,60464,15101,19.1,14.42,51.24,40,6.81,518,"OR",FALSE
"Klamath",34.9,55678,15491,17.1,16.01,49.5,9.9,3.51,292,"OR",FALSE
"Lake",36.3,86832,16176,13.1,16.72,49.73,0.9,4.58,179,"OR",FALSE
"Linn",34.8,49870,15776,14.3,13.57,50.63,41.3,4.16,587,"OR",FALSE
"Malheur",33.7,69706,14734,21.5,11.16,50.19,2.7,7.79,416,"OR",FALSE
"Marion",33.7,74478,16963,14.9,12.13,50.51,202.4,4.94,654,"OR",FALSE
"Morrow",33.6,54786,14914,7.3,14.47,49.02,4,3.83,352,"OR",FALSE
"Polk",34.2,29488,15702,12.1,11.68,51.52,71.4,5.84,491,"OR",FALSE
"Umatilla",33.2,70948,15331,17.1,14.08,49.2,19,5.49,377,"OR",FALSE
"Union",34,59617,15997,14,13.75,50.56,11.8,5.64,317,"OR",FALSE
"Yamhill",32.8,50244,16685,12.6,10.72,49.72,96.8,6.1,403,"OR",FALSE
"Adams",33.5,106575,17959,7.4,9.95,51.11,156.3,11.88,170,"PA",FALSE
"Berks",35.4,139730,20786,11.2,12.8,51.65,399.2,7.01,353,"PA",FALSE
"Blair",36.2,84311,16405,15.1,14.62,52.83,249.9,11.09,213,"PA",FALSE
"Bradford",34.6,101692,15632,14.3,12.2,51.33,53.6,7.37,203,"PA",FALSE
"Butler",34,82892,18661,9.3,13.07,51.12,198.7,9.18,196,"PA",FALSE
"Cameron",37.3,103386,17464,11.9,16.93,50.93,14.6,6.72,309,"PA",FALSE
"Chester",33.8,80772,29020,6.4,11.12,50.98,512.3,5.38,251,"PA",FALSE
"Clarion",32.2,104439,15021,16.6,12.3,51.61,69.7,11.67,193,"PA",FALSE
"Crawford",34.6,74171,15752,16.1,13.31,51.35,85.7,9.7,249,"PA",FALSE
"Cumberland",34.6,109677,21803,6,12.5,51.37,365.3,7.23,234,"PA",FALSE
"Dauphin",35,125483,21533,11.6,13.27,52.24,460.3,8.13,513,"PA",FALSE
"Franklin",35,106250,17856,8.8,11.62,51.35,160.9,10.78,239,"PA",FALSE
"Fulton",34.1,99547,13615,11.8,10.26,50.48,32.4,4.01,195,"PA",FALSE
"Jefferson",35.8,126277,16097,14.3,13.52,51.58,70.6,8.42,164,"PA",FALSE
"Juniata",34.6,106585,15359,9.8,9.69,50.68,53.6,14.43,90,"PA",FALSE
"Lancaster",32.8,104336,20064,9.6,9.43,51.32,457.4,10.11,311,"PA",FALSE
"McKean",35.9,77889,15721,15.8,14.83,49.3,49.5,11.87,151,"PA",FALSE
"Mifflin",35.7,79845,14560,13.9,12.6,52.07,113.5,8.8,161,"PA",FALSE
"Montour",35.2,105177,22924,9.3,11.44,53.01,137.6,18.39,102,"PA",FALSE
"Northumberland",37.8,85240,16554,12.6,14.42,52.54,209,12.1,146,"PA",FALSE
"Perry",33.4,78490,16134,8.5,10.42,50.13,76.2,6.04,170,"PA",FALSE
"Pike",35.9,81095,16779,8.3,9.79,50.4,59.4,4.09,284,"PA",FALSE
"Potter",35.7,93520,15381,16.1,12.63,51.4,15.6,9.64,204,"PA",FALSE
"Schuylkill",38.5,109391,16883,10.7,15.89,51.25,198,6.86,138,"PA",FALSE
"Snyder",32.6,92349,19097,10.9,9.08,51.13,112.6,6.25,111,"PA",FALSE
"Sullivan",38.2,116080,16078,11.4,13.31,49.7,13.6,30.49,372,"PA",FALSE
"Susquehanna",34.9,101832,15997,13.9,11.88,50.57,49.9,6.06,103,"PA",FALSE
"Tioga",34.2,83262,14988,15.3,12.07,51.12,36.8,6.33,130,"PA",FALSE
"Union",32.5,101989,18115,11.6,11.05,48.62,115.2,9.12,106,"PA",FALSE
"Wayne",36.3,150743,16558,12.6,11.31,49.75,57.3,6.46,188,"PA",FALSE
"Wyoming",33.1,82667,16423,12,11.97,50.59,72.5,4.27,138,"PA",FALSE
"York",34.5,104322,20041,8.2,11.89,51.12,386.4,6.07,327,"PA",FALSE
"Aiken",32.7,36835,18465,13.8,10.22,51.44,119.8,3.04,501,"SC",FALSE
"Anderson",34.8,50528,15864,12.9,10.65,52.09,206.3,3.77,522,"SC",FALSE
"Barnwell",31.6,49390,14843,21.9,8.8,51.84,38.5,5.88,286,"SC",FALSE
"Beaufort",30.1,56206,20091,14.7,7.89,49.44,155.9,2.27,722,"SC",FALSE
"Berkeley",28.2,11101,13242,13.2,8.05,49.84,123.3,0.94,410,"SC",FALSE
"Cherokee",33.6,46623,13696,14.4,9.87,52.05,116.1,3.82,297,"SC",FALSE
"Dorchester",29.7,31621,15186,12.8,8.09,50.08,152.4,3.01,423,"SC",FALSE
"Florence",32.2,68641,16102,21.4,9.8,52.83,148,6.58,624,"SC",FALSE
"Greenville",33.4,71030,18720,11.3,11.1,52.08,412.7,3.18,613,"SC",FALSE
"Greenwood",33.7,56276,15988,15.3,11.24,53.06,132.8,5.39,582,"SC",FALSE
"Kershaw",34,44700,15706,13.4,9.85,51.73,61.7,3.55,416,"SC",FALSE
"Laurens",34,48839,15895,16,9.74,51.99,82.7,6.22,412,"SC",FALSE
"Lexington",32.6,53230,18242,9.8,10.49,51.18,253,2.64,575,"SC",FALSE
"Newberry",34.2,50854,14141,16.7,9.58,52.2,53.3,4.11,377,"SC",FALSE
"Pickens",30.4,39660,14528,12.1,9.3,50.23,198.8,3.74,350,"SC",FALSE
"Spartanburg",34,44058,16656,14.4,10.26,51.76,287.1,3.83,732,"SC",FALSE
"Sumter",29.6,36054,13284,21.9,8.35,49.97,155.8,3.64,740,"SC",FALSE
"Union",35.3,38932,13225,15.6,10.82,53.47,59.3,5.67,260,"SC",FALSE
"Blount",36.1,71458,16663,13.7,10.59,51.91,162,7.02,124,"TN",FALSE
"Bradley",33.2,77906,16804,15.6,10.4,51.81,230.2,6.47,314,"TN",FALSE
"Carter",36.2,44828,12828,19.9,12.63,51.65,152.4,12.75,102,"TN",FALSE
"Chester",32.8,86658,11684,19.8,9.31,52.2,45.1,6.69,61,"TN",FALSE
"Cumberland",37.5,61708,13175,18.6,9.63,51.56,53.8,8.31,107,"TN",FALSE
"Grainger",34.7,39470,11969,20.7,6.95,50.51,63.1,6.55,238,"TN",FALSE
"Greene",36.4,68828,13842,19.5,10.46,51.53,91.7,7.25,234,"TN",FALSE
"Hamblen",35.1,60806,15960,16.3,11.47,51.84,319.3,6.13,342,"TN",FALSE
"Hamilton",34.7,81083,20082,17.7,13.05,52.87,531.4,5.56,674,"TN",FALSE
"Hawkins",35.4,54326,14624,18.4,10.97,51.06,94.3,6.62,114,"TN",FALSE
"Henderson",35.6,93559,13429,16.1,9.1,51.85,42.5,7.96,172,"TN",FALSE
"Jefferson",35.4,65153,14072,16.8,9.88,51.03,126.7,7.69,187,"TN",FALSE
"Madison",33,93734,17255,18.5,10.45,52.85,144.1,7.14,869,"TN",FALSE
"Monroe",34.6,63783,12530,21.4,8.5,51.37,49.3,11.37,167,"TN",FALSE
"Rhea",34.6,54596,13146,19.7,10.53,51.79,80.1,10.75,100,"TN",FALSE
"Scott",31.8,73209,11775,30.5,9.68,51.35,35.3,6.7,45,"TN",FALSE
"Sevier",35.4,108001,15903,16.1,9.24,51.3,92.2,0.99,159,"TN",FALSE
"Sullivan",36.9,65711,17699,16.1,13.28,51.99,354.7,6.2,389,"TN",FALSE
"Unicoi",37.9,39234,14752,17.2,14.41,52.02,90.3,10.18,183,"TN",FALSE
"Washington",34.7,61524,17210,16.1,13.17,51.58,290.9,8.78,402,"TN",FALSE
"Wayne",34.8,85284,11888,21.1,8.76,47.56,20.8,10.13,9,"TN",FALSE
"Williamson",34.1,109751,26526,6.8,7.87,50.8,151.9,4.42,216,"TN",FALSE
"Anderson",31.4,59319,12766,20.8,13.34,42.1,44.9,10.52,416,"TX",FALSE
"Andrews",29.4,61258,14508,16.4,10.51,50.54,9.7,5.38,471,"TX",FALSE
"Aransas",38.1,85786,15301,22.4,11.85,50.46,75.8,4.14,771,"TX",FALSE
"Archer",34.7,63119,17466,11.1,12.95,50.08,8.5,3.9,78,"TX",FALSE
"Austin",35.7,122118,17000,14.6,9.12,51.17,31.9,12.79,239,"TX",FALSE
"Bell",27.8,48290,16026,15.8,10.29,49.28,180.2,6.93,592,"TX",FALSE
"Blanco",38.8,115982,16812,12.4,11.48,51.91,9.1,29.23,222,"TX",FALSE
"Brazoria",31.1,53158,17489,12.3,11.2,48.23,146.4,4.27,378,"TX",FALSE
"Burnet",40,90600,17141,16.9,11.32,51.71,23.3,12.03,274,"TX",FALSE
"Calhoun",32.7,117404,14370,17.8,12.67,50.49,39,5.5,550,"TX",FALSE
"Callahan",36.7,74002,14280,16.5,12.66,51.66,13.2,11.51,69,"TX",FALSE
"Castro",28.4,68333,18797,26.3,9.26,50.44,9.8,7.05,249,"TX",FALSE
"Chambers",32.7,57192,16774,12.3,10.12,49.65,34.2,2.83,355,"TX",FALSE
"Cherokee",35,77397,15139,22.8,11.04,50.79,38.6,15.32,338,"TX",FALSE
"Coke",44,128435,15120,15.9,13.21,51.94,3.8,30.59,168,"TX",FALSE
"Collingsworth",38.4,125903,16293,24.4,14.26,51.76,3.8,15.43,249,"TX",FALSE
"Colorado",37.4,169601,16721,19.3,11.43,52.05,19.1,16.9,499,"TX",FALSE
"Comal",36.7,73508,19672,12.3,9.88,51.12,98.5,11.81,546,"TX",FALSE
"Coryell",25.4,40889,10858,13.9,7.35,44.37,61.2,5.43,312,"TX",FALSE
"Crane",29.8,66898,13602,14.2,11.13,50.11,5.9,6.3,335,"TX",FALSE
"Dallas",30.6,124284,23576,18.3,10.34,50.75,2168.7,3.63,985,"TX",FALSE
"Dawson",32.7,141032,15682,28.1,9.2,51.46,15.6,6.1,423,"TX",FALSE
"Deaf Smith",28.3,70388,18598,25.7,9.71,50.48,12.6,7.13,493,"TX",FALSE
"Denton",29,37158,19511,8.4,6.19,50.43,331.7,2.83,593,"TX",FALSE
"Donley",42,164161,17663,20.8,14.47,52.13,3.9,11.94,222,"TX",FALSE
"Eastland",39,76864,14511,21.6,13.6,51.98,19.4,18.44,365,"TX",FALSE
"Ellis",31,62741,17037,14.4,8.47,50.62,93.8,7.41,543,"TX",FALSE
"Fayette",39.3,147371,18521,14.8,11.22,51.26,21.4,16.95,108,"TX",FALSE
"Floyd",32.5,120644,17173,27.4,9.68,51.46,8.6,10.47,205,"TX",FALSE
"Fort Bend",30.5,32475,20827,10,5.92,49.83,291.9,1.95,331,"TX",FALSE
"Gaines",27.8,76601,13458,23.1,7.68,49.75,9.5,2.18,288,"TX",FALSE
"Gillespie",42.1,134594,17428,12.8,10,51.92,16.9,18.6,204,"TX",FALSE
"Goliad",35.9,38685,14255,19.5,10.18,51.64,7,10,110,"TX",FALSE
"Gonzales",34,78516,15722,26.7,10.08,51.04,16.1,13.2,322,"TX",FALSE
"Gray",36.1,110324,19526,14.2,14.64,52.04,25.3,6.64,634,"TX",FALSE
"Gregg",32.8,97559,18868,17.5,12.45,51.95,393.7,11.42,789,"TX",FALSE
"Hale",29.6,90336,14386,23.4,9.74,50.93,35.1,6.74,535,"TX",FALSE
"Hamilton",43.5,144328,17670,18.4,14.55,52.28,9.1,33.95,213,"TX",FALSE
"Hansford",32.9,210555,28881,11.8,12.71,50.06,6.1,13.21,245,"TX",FALSE
"Harris",30.3,91361,22285,19.4,9.87,50.21,1713.1,2.33,746,"TX",FALSE
"Hemphill",33.7,224934,21424,8.2,15.17,51.14,3.8,12.57,154,"TX",FALSE
"Hockley",29.1,89970,14475,18.9,8.41,50.56,27.1,3.21,313,"TX",FALSE
"Hood",37,90305,19413,11.9,9.8,50.32,73.5,8.16,317,"TX",FALSE
"Howard",34,111914,15700,20.7,13.57,49.54,35.6,4.77,455,"TX",FALSE
"Hutchinson",34.1,77083,18576,13,15.05,50.62,28.5,7.59,305,"TX",FALSE
"Jackson",35.7,84108,16767,18.9,11.67,51.64,15.7,8.62,215,"TX",FALSE
"Karnes",33.6,120281,13263,28.6,11.53,52.06,16.3,18.28,65,"TX",FALSE
"Kendall",36.8,83797,21665,9.9,10.23,51.35,24,15.28,342,"TX",FALSE
"Kerr",40.5,111337,19261,16.3,12.34,52.53,34,7.63,382,"TX",FALSE
"Kimble",41,92761,15400,17.9,10.73,50.83,3.3,13.66,273,"TX",FALSE
"Lampasas",35.4,84392,14560,17.7,12.45,51.5,19.2,6.42,318,"TX",FALSE
"Lavaca",39.3,96460,16587,15,12.77,52.08,19.2,16.99,158,"TX",FALSE
"Lee",33.6,125077,15686,13.5,9.7,49.63,20.7,10.54,248,"TX",FALSE
"Leon",37.6,78921,15712,18.6,7.92,51.41,12.1,8.46,183,"TX",FALSE
"Lubbock",28.8,106010,17029,21,9.77,50.88,249.6,4.08,691,"TX",FALSE
"Lynn",32.5,137461,17146,27.1,10.75,50.79,7.5,5.67,143,"TX",FALSE
"McLennan",31.1,80295,16295,21.3,11.87,51.43,184.2,9.44,734,"TX",FALSE
"Martin",30.7,99524,13688,21.7,9.24,50.32,5.4,10.41,151,"TX",FALSE
"Mason",42.4,140321,16486,21.6,11.85,52.12,3.6,16.47,118,"TX",FALSE
"Matagorda",31.4,73973,15360,20.9,11.08,50.42,34,5.86,720,"TX",FALSE
"Medina",33.1,73321,13759,20.7,9.39,50.04,21.5,8.39,394,"TX",FALSE
"Midland",31,125207,23009,15.5,10.04,51.39,123.3,2.85,584,"TX",FALSE
"Montgomery",32.1,47675,18743,12.8,8.82,50.5,194.4,2.63,451,"TX",FALSE
"Moore",29.3,54457,16964,12.5,10.89,49.76,20,1.89,282,"TX",FALSE
"Nacogdoches",27.6,96474,14783,21.8,9.21,51.54,58,10.62,449,"TX",FALSE
"Parker",33.6,60811,16859,12.5,9.41,49.99,75,4.28,310,"TX",FALSE
"Parmer",30.4,144563,21326,19.6,8.99,49.39,11.3,10.3,240,"TX",FALSE
"Pecos",29.6,81518,11471,27,9.03,50.72,3,3.94,384,"TX",FALSE
"Potter",31.3,146789,16740,23.7,13.07,52.11,109.5,9.52,843,"TX",FALSE
"Randall",32.3,22999,19109,8.6,10.95,51.81,100.1,2.54,710,"TX",FALSE
"Reagan",26.9,71498,11073,14,10.3,49.28,3.9,9.13,146,"TX",FALSE
"Rockwall",33.1,50159,22814,7.9,6.91,50.32,225.2,6.17,386,"TX",FALSE
"Runnels",37,126055,14895,18.9,12.75,51.19,10.4,13.73,218,"TX",FALSE
"Scurry",32.6,95048,14567,17.9,11.13,48.86,20.8,7.07,320,"TX",FALSE
"Sherman",34.4,184475,37070,10.3,12.25,49.96,3,13.21,82,"TX",FALSE
"Smith",33.2,110166,18888,17.6,10.86,51.87,166.5,8.01,825,"TX",FALSE
"Somervell",31.7,69962,16877,14.5,10.18,48.9,29.4,7.27,371,"TX",FALSE
"Stephens",37.1,137549,15354,19.7,15.2,52.2,9.6,13.72,274,"TX",FALSE
"Sterling",30.3,169580,13253,13.7,8.6,50.53,1.6,16.67,113,"TX",FALSE
"Sutton",32.4,133579,15561,17.3,10.19,51.5,2.9,8.57,400,"TX",FALSE
"Taylor",30.2,85964,16931,17.6,10.94,51.87,132,6.77,475,"TX",FALSE
