"county_name","median_age","mean_savings","per_capita_income","percent_in_poverty","percent_veterans","percent_female","population_density","percent_in_nursing_homes","crime_index_PC","state","clinton_win"
"Fountain",35.9,114436,15386,10.8,12.82,51.71,45.2,10.22,30,"IN",FALSE
"Franklin",32.7,86875,14700,11.1,10.76,50.41,51.6,5.98,40,"IN",FALSE
"Fulton",35.3,83708,15736,9.9,13.36,51.37,51.8,13.61,9,"IN",FALSE
"Gibson",35.1,86094,16998,9.2,13.17,51.95,65,12.67,48,"IN",TRUE
"Grant",34.9,63292,16610,15.2,14.51,51.7,179.2,9.69,401,"IN",FALSE
"Greene",35.9,93722,15264,13,12.53,51.48,57.9,11.97,17,"IN",TRUE
"Hamilton",32.9,62579,28005,4.1,8.88,51.19,304.3,5.71,115,"IN",FALSE
"Hancock",34.2,63769,19890,5.7,11.91,50.75,154.8,8.4,168,"IN",FALSE
"Harrison",33.2,101553,15799,10.8,11.2,50.35,63.3,5.7,115,"IN",TRUE
"Hendricks",33.3,62744,20074,4.7,12.14,49.41,194.9,6.96,86,"IN",FALSE
"Henry",36.1,60662,16809,13.1,13.59,51.89,123.7,9.34,249,"IN",FALSE
"Howard",34.1,63532,19321,12,13.96,52.14,280.5,6.33,363,"IN",FALSE
"Huntington",32.8,86077,17700,8,11.07,51.48,93.6,12.29,235,"IN",FALSE
"Jackson",33.6,82073,15798,10.7,10.83,51.52,75.8,10.1,38,"IN",FALSE
"Jasper",32,112801,15338,8.9,11.53,50.44,46.4,5.12,21,"IN",FALSE
"Jay",35,75039,13866,13.4,12.46,51.31,56.8,8.07,145,"IN",FALSE
"Jefferson",33.7,67505,15024,12.8,12.71,51.12,83.8,11.39,64,"IN",TRUE
"Jennings",33.1,51863,15553,12.9,10.99,50.44,64.4,4.57,224,"IN",FALSE
"Johnson",32.6,61848,19838,7.9,10.64,51.32,292.3,13.11,157,"IN",FALSE
"Knox",33.5,99734,16303,15.1,12.82,51.28,77.5,12.28,347,"IN",TRUE
"Kosciusko",32.2,88646,19191,7.8,10.05,50.93,122.6,5.77,117,"IN",FALSE
"Lake",33,65369,17881,15.9,13.64,51.95,966,5.08,678,"IN",TRUE
"Lawrence",35.3,81952,16126,11.4,12.88,51.44,96.7,11.01,203,"IN",FALSE
"Madison",34.8,68275,16776,13.7,13.71,51.03,290.8,8.34,350,"IN",FALSE
"Marion",31.8,119332,21430,15,12.04,52.49,2048.2,7.55,755,"IN",FALSE
"Marshall",33.3,90154,16482,8.6,10.5,50.8,97.2,6.2,25,"IN",FALSE
"Martin",34.1,80087,15323,11.6,14.38,50.7,30.9,12.21,126,"IN",FALSE
"Miami",31.5,61919,14891,12.8,12.1,50.69,98.5,5.54,26,"IN",FALSE
"Monroe",26.4,57887,16281,14,8.72,51.98,280.7,5.54,368,"IN",TRUE
"Montgomery",34,81913,18139,9.3,12.67,50.37,69.4,12.89,328,"IN",FALSE
"Morgan",32.9,48631,17075,9.1,11.04,50.78,143.9,5.66,154,"IN",FALSE
"Newton",33.6,94709,15336,9.8,12.47,50.66,34.6,16.76,171,"IN",FALSE
"Noble",31.9,73852,16246,8.5,10.79,50.63,94.1,11.91,90,"IN",FALSE
"Ohio",34.1,35694,14690,10.1,12.96,51.33,61.1,10.75,10,"IN",FALSE
"Orange",34.7,126441,13795,14,12.16,51.26,46.5,11.61,43,"IN",FALSE
"Owen",34.7,57836,13984,13.2,11.07,50.61,47.5,5.52,18,"IN",FALSE
"Parke",36.3,69951,15530,12.2,14.45,51.93,35.3,18.28,40,"IN",FALSE
"Perry",33.5,113279,14114,10.9,13.36,49.25,49.6,7.72,157,"IN",TRUE
"Pike",36.3,105377,16453,13,13.42,50.6,36.9,3.23,44,"IN",TRUE
"Porter",32.7,54246,19914,6.6,11.65,50.94,321.1,6.52,284,"IN",FALSE
"Posey",33.4,101105,18146,8.1,12.44,50.45,63.9,7.39,43,"IN",TRUE
"Pulaski",33.8,144603,15754,12.1,12.19,50.84,29.7,5.74,117,"IN",FALSE
"Putnam",32.1,79440,15232,9.3,12.16,48.7,65.4,8.34,56,"IN",FALSE
"Randolph",35.6,88770,15401,15.1,13.21,51.48,59.8,5.17,73,"IN",FALSE
"Ripley",33.1,138470,17345,10,11.22,50.94,56.9,11.69,69,"IN",FALSE
"Rush",33.6,89738,15736,11,12.79,51.49,44.8,9.4,17,"IN",FALSE
"Scott",32.7,51973,14465,15.7,10.02,51.39,112.9,10.42,116,"IN",TRUE
"Shelby",33.1,71550,17905,9.3,12.42,51.36,99.8,10.15,18,"IN",FALSE
"Spencer",33.7,70498,15467,9.3,12.76,49.82,49.4,9.64,31,"IN",TRUE
"Starke",33.3,63260,12701,16.2,10.72,50.66,72.7,11.29,15,"IN",TRUE
"Steuben",33.4,91466,17312,8.4,10.33,50.12,91.7,5.27,400,"IN",FALSE
"Sullivan",36.7,98330,16074,12.9,14.04,52.02,42.5,11.05,25,"IN",TRUE
"Switzerland",35.2,63214,12984,15.4,11.73,50.84,36.2,10.5,59,"IN",TRUE
"Tippecanoe",26.8,87934,17264,11.7,9.89,49.46,264.5,10.44,454,"IN",FALSE
"Union",33.7,149921,14299,10.9,10.69,51.29,43.9,10.28,44,"IN",FALSE
"Vanderburgh",34.5,101325,19955,14,13.25,52.83,710.6,13.04,442,"IN",TRUE
"Vermillion",36.5,74398,16281,11.3,14.15,52.45,64.6,13.37,32,"IN",TRUE
"Vigo",33,99213,16530,15.1,14.56,50.98,265.8,8.56,446,"IN",TRUE
"Wabash",33.7,73236,16315,9.7,11.15,51.56,84.2,14.89,162,"IN",FALSE
"Warren",36,47912,15471,9.6,12.9,50.48,22.5,9.15,38,"IN",FALSE
"Warrick",33.3,56073,18622,7.1,11.54,50.71,121.3,5.79,44,"IN",TRUE
"Washington",33.3,65278,14151,13.8,10.02,50.14,47.4,9.06,25,"IN",TRUE
"Wayne",34.9,69174,16470,16.4,13.34,52.24,178.6,10.24,336,"IN",FALSE
"Wells",33.1,91019,17873,7.1,10.82,51.35,70.5,13.87,144,"IN",FALSE
"White",35.1,108531,16710,8.7,13.05,51.53,47.1,8.87,168,"IN",FALSE
"Whitley",33.3,91840,17230,6.3,11.17,50.83,84.6,7.39,13,"IN",FALSE
"Adair",39.3,138220,16324,12.1,12.81,51.7,14.8,19.05,108,"IA",FALSE
"Adams",40.1,108057,15409,15.4,14.6,51.12,11.1,12.34,132,"IA",TRUE
"Appanoose",37.9,95008,14636,19,13.25,52.29,27.8,14.06,333,"IA",TRUE
"Audubon",40.3,143152,17612,11.4,14.73,51.85,16,30.14,128,"IA",TRUE
"Benton",34.7,114227,16637,9.5,13.19,50.87,31.8,7.32,158,"IA",TRUE
"Black Hawk",32.8,90720,17425,14.1,14.19,52.26,219.2,9.19,79,"IA",TRUE
"Boone",36.6,74008,18902,9.2,13.02,52.09,44.3,21.23,220,"IA",TRUE
"Bremer",35.2,128264,17168,8.4,11.96,51.3,52.8,18.66,40,"IA",TRUE
"Buchanan",33.4,101325,16076,13.1,12.18,50.77,36.8,9.67,124,"IA",TRUE
"Buena Vista",33.9,139358,16786,9.7,12.41,51.32,35,12.84,290,"IA",FALSE
"Butler",37.9,104918,16317,9.7,11.58,51.03,27.2,19.3,76,"IA",FALSE
"Calhoun",39.8,122010,18293,11.1,13.58,52.08,20.2,21.48,111,"IA",FALSE
"Carroll",34.2,137163,18298,9.7,11.94,51.59,37.8,11.07,102,"IA",TRUE
"Cass",38.3,143033,17391,11.9,12.85,52.25,26.6,22.33,180,"IA",FALSE
"Cedar",36.1,134924,17920,9.2,12.33,51.13,30.5,12.71,224,"IA",TRUE
"Cerro Gordo",35.4,104292,17910,10.3,14.42,52.62,82.3,13.33,500,"IA",TRUE
"Cherokee",37.2,157590,17106,9.5,14.31,51.57,24.3,16.93,92,"IA",FALSE
"Chickasaw",35.7,173639,16895,9.4,12.17,50.2,26.4,13.23,99,"IA",TRUE
"Clarke",36.7,125501,14134,14.8,12.57,52.14,19.5,7.26,125,"IA",TRUE
"Clay",35.1,122512,17667,9.7,13.99,52.15,31.1,22.94,214,"IA",TRUE
"Clayton",35.9,116313,15639,11.8,12.31,50.7,24.1,14.57,51,"IA",TRUE
"Clinton",35.1,93269,17385,11.8,14.52,51.89,73.8,10.55,67,"IA",TRUE
"Crawford",35.4,136430,17233,13,12.49,51.11,23.4,14.49,168,"IA",TRUE
"Dallas",34.6,95938,19759,7.8,11.36,51.01,52.7,15.7,193,"IA",TRUE
"Davis",36.1,77807,14908,14.7,11.59,51.09,16.5,14.46,180,"IA",TRUE
"Decatur",35.5,64483,12906,21.1,13.64,51.61,15.2,20.62,184,"IA",TRUE
"Delaware",32.7,112964,15713,12,9.67,50.72,31.7,10.66,83,"IA",FALSE
"Des Moines",35.9,101245,17810,11.7,15.11,52.12,103.1,11.17,526,"IA",TRUE
"Dickinson",39.7,89895,19927,8.3,14.01,51.96,39.9,14.41,106,"IA",FALSE
"Dubuque",33.1,108968,18086,10.2,12.47,51.54,143.7,14.26,273,"IA",TRUE
"Emmet",36.1,124507,16375,12.4,13.97,51.68,29.3,20.78,239,"IA",TRUE
"Fayette",36.4,128185,15076,13.5,13.12,51.24,30.1,8.73,42,"IA",TRUE
"Floyd",37.9,134049,16975,12.7,14.01,52.41,33.8,19.59,227,"IA",TRUE
"Franklin",38.1,109071,17704,11,13.71,51.68,19.2,17.95,89,"IA",FALSE
"Greene",39.4,205159,18133,11,14.39,52.17,17.8,16.04,41,"IA",TRUE
"Grundy",38.8,162083,19418,7.4,12.93,51.88,24.1,11.32,59,"IA",FALSE
"Guthrie",39.9,130174,17219,11.6,12.97,51.91,19,20.09,127,"IA",TRUE
"Hamilton",37.1,124157,18879,9.4,14.2,51.38,27.9,13.11,181,"IA",TRUE
"Hancock",35.4,132135,16307,10,12.45,51.2,21.7,13.87,48,"IA",FALSE
"Hardin",37.9,159764,17613,11.6,14.17,51.61,33,19.68,256,"IA",TRUE
"Harrison",36.5,96187,16346,12.6,13.14,51.76,21.1,21.5,70,"IA",FALSE
"Henry",34.7,93515,16739,10.5,10.89,49.59,45.1,15.26,239,"IA",TRUE
"Howard",37.7,134426,15702,12.9,12.34,51.11,20.9,19.09,98,"IA",TRUE
"Humboldt",38.6,133781,17789,9.1,14.25,51.34,24.4,13.49,53,"IA",FALSE
"Ida",36.9,161700,17383,9.8,13.84,51.47,19.2,21.45,1,"IA",FALSE
"Iowa",36.6,111545,19405,7.2,11.8,51.53,25.2,14.93,13,"IA",FALSE
"Jackson",35,131448,16008,13,12.37,50.87,31.6,11.19,142,"IA",TRUE
"Jasper",36.1,99804,18338,8.3,13.14,50.99,47.8,10.89,124,"IA",TRUE
"Jefferson",36.8,102631,16230,14.2,10.04,51.11,37.9,9.94,324,"IA",TRUE
"Johnson",27.3,99040,18890,9.7,7.96,50.2,159.6,3.72,44,"IA",TRUE
"Jones",34.6,134326,14345,11.3,12.21,48.15,34.4,5.81,142,"IA",TRUE
"Keokuk",37.4,140796,16166,12.9,13.37,51.23,20,16.03,187,"IA",TRUE
"Kossuth",36.7,156255,16974,11.2,13.57,51.3,18.7,18.08,114,"IA",TRUE
"Lee",35.8,103853,16605,13.1,14.94,50.86,75.6,12.25,159,"IA",TRUE
"Linn",33.1,102100,20425,9.3,13.56,51.3,241.1,5.86,1,"IA",TRUE
"Louisa",34.3,103034,17065,11.6,12.18,49.65,28.4,14.91,297,"IA",TRUE
"Lyon",34.8,124328,15323,9.8,11.23,50.91,20.4,16.25,28,"IA",FALSE
"Mahaska",34.8,92906,16206,12.2,12.36,51.23,37.7,11.58,75,"IA",FALSE
"Marion",34.2,88349,18054,9.4,12.15,50.32,54.5,9.37,48,"IA",FALSE
"Marshall",36.7,104616,18872,10.8,15.23,51.12,66,27.99,374,"IA",TRUE
"Mills",35.1,83245,20575,10.1,11.02,50.3,30.7,6.57,3,"IA",FALSE
"Mitchell",38.3,216472,18621,9.5,13.45,51.4,23,25.46,93,"IA",TRUE
"Monona",40.5,133902,16581,13.9,14.37,52.41,14.4,27.5,247,"IA",TRUE
"Monroe",37.8,105261,16666,15.3,11.88,51.82,18.9,9.02,88,"IA",TRUE
"Montgomery",38.6,115701,17442,10.9,13.85,52.69,28.1,23.95,375,"IA",FALSE
"Muscatine",33.1,113113,19649,10.7,12.01,50.91,93,10.96,173,"IA",TRUE
"O'Brien",36.9,137471,17435,9.5,13.36,51.68,27,19.61,232,"IA",FALSE
"Osceola",36.1,145111,16182,9.1,14.99,51.23,18.1,6.94,113,"IA",FALSE
"Page",38.2,127202,17759,12.6,13.67,51.13,31.2,18.02,298,"IA",FALSE
"Palo Alto",37.5,162070,16611,12.9,13.4,51.6,18.6,25.43,149,"IA",TRUE
"Plymouth",34.1,129318,17987,7.6,11.25,50.81,27.4,19.41,35,"IA",FALSE
"Pocahontas",39.2,143958,17646,10.6,15.53,51.5,16.1,25.48,112,"IA",TRUE
"Polk",32.4,110170,22331,10.3,12.14,52.23,593.5,6.31,535,"IA",TRUE
"Pottawattamie",33.5,68762,16734,12.5,14.11,51.87,87.5,6.81,21,"IA",FALSE
"Poweshiek",34.5,115214,17751,9.9,11.88,51.73,32.3,14.23,7,"IA",TRUE
"Ringgold",42.2,92639,14704,17.1,11.72,52.48,10,26.48,91,"IA",TRUE
"Sac",38.3,133182,16708,10.9,13.94,51.16,21.2,18.11,56,"IA",FALSE
"Scott",32.4,103148,19280,12.7,13.98,51.43,338.7,6.95,693,"IA",TRUE
"Shelby",37.3,149972,16945,10.2,12.77,51.09,22.3,21.36,1,"IA",FALSE
"Sioux",30.9,128974,15996,7.1,9.41,51.35,39.6,10.89,44,"IA",FALSE
"Story",25.9,84890,17373,10.4,8.76,48.16,129.9,7.43,350,"IA",TRUE
"Tama",37.4,122403,16363,10.5,13.37,51.5,24.1,10.8,175,"IA",TRUE
"Taylor",40,79925,13641,16,14.39,52.61,13.3,18.31,134,"IA",TRUE
"Union",36.5,110688,15634,14.2,11.86,52.89,29.7,15.71,148,"IA",TRUE
"Van Buren",37.8,109794,14044,13.8,12.44,50.63,15.9,19.35,170,"IA",TRUE
"Wapello",37.1,89314,16319,15.1,15.43,52.22,83.1,9.92,380,"IA",TRUE
"Warren",32.8,51999,17458,7.3,11.42,51.19,65.2,11.45,250,"IA",TRUE
"Wayne",42.1,106461,14433,16.7,14.69,52.39,13.3,18.14,172,"IA",TRUE
"Webster",35.5,98138,17467,13.3,15.63,52.13,56.1,22.22,3,"IA",TRUE
"Winnebago",35.9,140234,18149,9.6,11.6,51.38,29.7,17.73,134,"IA",FALSE
"Winneshiek",31.7,122319,16305,11.1,9.91,50.97,30.4,22.48,194,"IA",TRUE
"Woodbury",32.9,93137,18983,13,13.31,51.64,114.5,9.43,616,"IA",FALSE
"Worth",38.3,91451,15993,10.2,13.47,51.49,19.8,17.34,46,"IA",TRUE
"Wright",39,158738,17048,10.4,13.85,52.26,24.6,14.76,86,"IA",TRUE
"Allen",35.5,76912,14537,16.7,12.8,51.79,29.2,18.3,314,"KS",FALSE
"Anderson",38.1,163573,16008,13.8,11.38,51.49,13.6,16.46,212,"KS",FALSE
"Atchison",33.5,105814,15701,15,12.02,51.43,38.9,12.02,359,"KS",TRUE
"Barber",37.5,209026,16931,8.7,14.44,51.98,5,15.09,123,"KS",FALSE
"Barton",34.8,145408,17305,14.1,13.3,51.58,32.8,11.4,458,"KS",FALSE
"Bourbon",36.8,94548,16208,19.2,13.44,52.82,23.2,15.74,267,"KS",FALSE
"Brown",36.7,140560,16238,18.8,12.92,51.91,19.4,19.73,225,"KS",FALSE
"Butler",33.8,71706,18390,8.9,11.28,50.35,37.3,11.63,338,"KS",FALSE
"Chase",39.7,110300,17758,15,13.79,50.24,3.7,20,97,"KS",FALSE
"Chautauqua",43.3,95114,14358,20.4,15.34,51.5,6.9,27.27,139,"KS",FALSE
"Cherokee",35.8,89752,14428,20.2,12.58,52.31,36.8,12.18,180,"KS",TRUE
"Cheyenne",41.8,205700,18206,10.8,13.13,51.74,3.1,36.56,3,"KS",FALSE
"Clark",41.1,275263,21018,8.4,13,51.59,2.5,28.33,138,"KS",FALSE
"Clay",39.2,133192,16850,12.6,13.1,51.53,14.4,17.1,137,"KS",FALSE
"Cloud",39.9,157533,16216,12.8,12.94,52.72,15,32.06,231,"KS",FALSE
"Coffey",36.2,130545,17205,10.2,12,50.57,13.6,27.67,137,"KS",FALSE
"Comanche",41.6,200886,22336,10.4,13.27,51.95,2.8,42.27,5,"KS",FALSE
"Cowley",34.7,84019,16094,13.9,12.56,51.54,32.7,11.25,420,"KS",FALSE
"Crawford",34.4,115548,16251,19.6,12.93,51.79,60.4,15.92,608,"KS",TRUE
"Decatur",40.2,175353,19598,12.4,14.87,51.24,4.3,30.26,108,"KS",FALSE
"Dickinson",37.3,138001,15691,11.8,13.69,51.77,22.7,16.17,161,"KS",FALSE
"Doniphan",35.1,117707,17038,16.7,13.27,50.81,20.7,10.37,137,"KS",FALSE
"Douglas",25.8,51493,15665,13.6,8.04,50.31,184.5,5.74,603,"KS",TRUE
"Edwards",39.4,147411,22411,12.1,13.47,51.93,5.8,20,67,"KS",FALSE
"Elk",47,66156,15542,18.3,16.75,51.93,4.9,26.88,353,"KS",FALSE
"Ellis",31.1,132629,17516,12.2,10.46,50.88,28.8,14.25,390,"KS",TRUE
"Ellsworth",38,141571,15496,11.3,13.65,47.21,9.1,24.31,203,"KS",FALSE
"Finney",27.2,90513,17945,13.6,7.21,48.88,26.3,6.29,873,"KS",FALSE
"Ford",30.2,91769,16328,15.7,10.56,49.32,25.3,7.12,738,"KS",FALSE
"Franklin",33.3,76065,15214,12.9,11.82,51.46,39,12.14,272,"KS",FALSE
"Geary",26.5,49841,13792,16.6,11.13,49.64,85.6,6.93,639,"KS",FALSE
"Gove",38.2,215688,24258,8,13.31,50.06,3,13.13,228,"KS",FALSE
"Graham",39.1,174103,18494,14.5,14.38,50.83,3.8,16.18,68,"KS",FALSE
"Gray",32.2,130557,18337,8.4,8.94,50.71,6.2,16.11,30,"KS",FALSE
"Greeley",33.2,108018,27789,10.2,10.47,50.09,2.2,17.06,18,"KS",FALSE
"Greenwood",41.2,81837,16042,15.6,13.71,51.64,6.9,20.25,87,"KS",FALSE
"Hamilton",38.1,225930,30525,11.7,13,52.17,2.3,16.09,65,"KS",FALSE
"Harper",39.6,193931,18271,13.7,14.28,51.67,8.5,11.91,153,"KS",FALSE
"Harvey",34.7,101164,18398,10,10.38,51.53,57.7,21.86,234,"KS",FALSE
"Haskell",30.5,185879,23679,9.6,10.41,49.72,6.8,7.44,75,"KS",FALSE
"Jackson",34.9,113407,16841,13.3,12.94,50.81,17.5,11.13,214,"KS",FALSE
"Jefferson",35.2,58436,17080,9.9,12.95,49.58,30.2,12.53,308,"KS",FALSE
"Jewell",42.7,147388,17814,12.8,14.59,50.67,4.5,8.54,27,"KS",FALSE
"Johnson",32.8,100864,27877,4.7,10.68,51.49,784.6,4.2,415,"KS",FALSE
"Kearny",30.8,133438,23220,11,9.5,48.92,4.6,9.75,475,"KS",FALSE
"Kingman",36.9,118264,17210,12.1,12.58,51.17,9.6,15.06,181,"KS",FALSE
"Kiowa",38.5,127411,18442,10.9,13.06,51.55,5,13.06,303,"KS",FALSE
"Labette",35,113331,15292,16.7,12.75,51.94,36.2,19.62,398,"KS",TRUE
"Lane",37.9,241761,21614,9.1,12.48,49.37,3.2,9.13,109,"KS",FALSE
"Leavenworth",33.1,55203,15313,10.4,14.94,45.3,144.2,5.76,361,"KS",TRUE
"Lincoln",42.4,170209,19156,11.9,17.31,52.19,4.9,21.14,117,"KS",FALSE
"Linn",39.3,83108,14703,15.8,12.76,50.99,14,27.5,207,"KS",FALSE
"Logan",38.1,165503,16315,10.3,13.97,50.71,3,11.88,257,"KS",FALSE
"Lyon",29.1,68735,16122,14.2,11.32,51,40.5,9.22,650,"KS",FALSE
"McPherson",34.7,110559,17823,8.7,10.26,51.31,30.7,21.52,182,"KS",FALSE
"Marion",39.4,131029,15467,10.3,9.02,52.14,13.6,35.86,121,"KS",FALSE
"Marshall",38.4,196867,19017,12.5,14.37,51,12.6,21.75,174,"KS",FALSE
"Miami",34.3,101646,16605,10.1,12,50.74,41.6,15.71,268,"KS",TRUE
"Mitchell",37.7,174610,18040,10.4,11.89,51.76,10.3,22.78,186,"KS",FALSE
"Montgomery",36.5,110317,15735,17.2,14.44,52.66,58.9,11.21,545,"KS",FALSE
"Morris",38.9,136192,14734,14.2,13.6,50.88,9,14.6,230,"KS",FALSE
"Nemaha",35.6,210039,18665,10.6,11.98,50.51,14.5,31.73,136,"KS",FALSE
"Neosho",36.3,100448,16597,16,12.93,51.85,29.7,16.53,292,"KS",FALSE
"Norton",39,167486,17954,12,13.98,47.51,6.6,16.03,64,"KS",FALSE
"Osage",36,78029,15406,11.2,12.39,51.16,22.2,19.17,198,"KS",FALSE
"Osborne",42.7,244545,18437,12.5,14.06,51.9,5.3,29.79,15,"KS",FALSE
"Ottawa",38.5,327740,15795,10.5,14.67,51.77,7.6,26.18,89,"KS",FALSE
"Pawnee",37.4,142703,20094,10.2,13.73,48.72,10.2,8.96,20,"KS",FALSE
"Phillips",40.4,199195,18576,10.3,14.36,51.3,7.2,22.97,17,"KS",FALSE
"Pottawatomie",32.8,98230,15668,10.1,11.2,50.01,20,11.42,262,"KS",FALSE
"Pratt",36.8,185314,18692,10.7,12.8,51.44,13.1,11.35,412,"KS",FALSE
"Rawlins",38.8,164458,17313,10.5,14.3,50.27,3.1,14.55,127,"KS",FALSE
"Reno",35,103507,17517,14,13.46,50.83,49.6,11.32,545,"KS",FALSE
"Republic",44.5,196229,18219,11.5,14.48,51.89,8.8,31.27,122,"KS",FALSE
"Rice",37,115407,16978,14.6,14.19,52.36,14.2,17.48,162,"KS",FALSE
"Riley",23.8,48258,15096,14,7.48,45.09,110.4,3.67,469,"KS",FALSE
"Rooks",37.9,107872,16275,12.2,13.52,51.74,6.8,16.5,183,"KS",FALSE
"Rush",43.1,139679,15867,12.3,13.63,51.68,5.3,22.63,48,"KS",FALSE
"Russell",40.9,195051,19341,12.3,15.92,51.59,8.7,20.91,218,"KS",FALSE
"Saline",33.5,98873,20179,11.6,13.88,51.72,70.3,8.14,773,"KS",FALSE
"Scott",35,199598,26275,8.7,10.58,50.35,7.4,14.72,221,"KS",FALSE
"Sedgwick",31.8,84939,20822,13.1,12.13,50.92,415.7,5.45,773,"KS",FALSE
"Seward",29,147436,17917,17.9,11.22,49.21,29.2,6.31,945,"KS",FALSE
"Shawnee",33.8,90783,19772,12.1,13.96,51.57,297,10.52,829,"KS",TRUE
"Sheridan",37.1,275360,21331,11.3,14.2,49.4,3.3,13,84,"KS",FALSE
"Sherman",35.5,205566,17820,14.6,12.65,51.2,6.4,8.82,384,"KS",FALSE
"Smith",45.1,214382,17238,12,15.43,51.82,5.5,31.22,47,"KS",FALSE
"Stafford",39,207037,18515,13.4,13.71,51.78,6.4,19.8,196,"KS",FALSE
"Stanton",31.4,121065,24591,11.2,8.91,49.98,3.4,10.43,109,"KS",FALSE
"Stevens",32.7,111094,22721,10,9.73,51.12,7.1,7.69,221,"KS",FALSE
"Sumner",34.9,107097,17398,10.9,12.7,51.18,22.2,15.53,246,"KS",FALSE
"Thomas",32.3,164277,16544,12,11.7,50.96,7.7,12.53,370,"KS",FALSE
"Trego",39.1,89606,17973,10,14.54,50.79,3.9,25.71,89,"KS",FALSE
"Wabaunsee",36.4,80477,16836,9.8,14.8,50.31,8,14.38,153,"KS",FALSE
"Washington",42.1,174715,18214,12.4,14.88,50.96,7.6,23.68,103,"KS",FALSE
"Wichita",33.6,142264,22441,10.7,10.46,49.96,3.9,10.36,68,"KS",FALSE
"Wilson",39.1,106299,15238,16,16.06,52.05,17.6,15.05,195,"KS",FALSE
"Woodson",41.4,86460,17036,14.8,15.65,51.19,8,29.75,158,"KS",FALSE
"Wyandotte",31.7,102000,14869,20.8,14.5,52.13,1046.9,6.81,1148,"KS",TRUE
"Adair",34.9,59325,13072,24.2,8.05,51.01,38.6,6.69,152,"KY",FALSE
"Allen",35.4,72670,12133,20.1,9.9,51.35,43.1,5.44,72,"KY",FALSE
"Anderson",33.6,83164,15846,9.5,9,51.16,77,7.37,186,"KY",FALSE
"Ballard",37.8,122230,17155,17.2,13.24,51.05,31.4,10.76,132,"KY",TRUE
"Barren",35.6,93979,15387,18.7,10.29,52.53,70.3,15.48,125,"KY",TRUE
"Bath",35,81398,12480,28.9,9.2,51.15,35.4,10.2,110,"KY",TRUE
"Boone",31.4,73736,18452,8.3,9.33,51.11,255.8,4.49,441,"KY",FALSE
"Bourbon",34.1,98344,16385,18,12.02,51.58,66.2,3.73,258,"KY",TRUE
"Boyd",36.5,111376,18486,17.9,14.43,51.24,319,3.05,291,"KY",TRUE
"Boyle",34.9,97047,15746,16.4,10.84,50.87,142.6,7.57,280,"KY",FALSE
"Bracken",34.8,89546,13085,19.3,10.59,51.54,39.4,10.13,40,"KY",TRUE
"Breathitt",31.6,74546,12268,40.3,7.89,50.4,30.5,8.08,183,"KY",TRUE
"Breckinridge",35.4,76299,12830,24,9.68,50.33,28.8,3.82,53,"KY",TRUE
"Butler",34.4,66374,11461,22.5,9.1,50.52,26.6,14.3,111,"KY",FALSE
"Caldwell",38,115178,14008,18.6,13.18,52.59,37.8,15.19,227,"KY",TRUE
"Calloway",32.7,117424,15958,16.6,10.47,51.73,81.3,6.05,207,"KY",TRUE
"Campbell",32.4,66750,16895,12.9,12.68,52.09,560,7.07,370,"KY",FALSE
"Carroll",33.8,56781,15407,22.1,12.31,51.34,73,11.05,303,"KY",TRUE
"Carter",33,68711,12021,28.3,9.03,50.95,60.9,4.84,147,"KY",TRUE
"Christian",27.7,49496,12968,20,8.65,46.18,95,5.62,331,"KY",FALSE
"Clark",34.2,78058,16223,16.9,10.65,51.77,118.4,6.21,297,"KY",TRUE
"Clay",30.3,62429,10841,40.3,5.9,50.69,47.1,5.77,168,"KY",FALSE
"Clinton",35.5,85001,11051,35.2,8.68,51.95,46.6,5.43,54,"KY",FALSE
"Crittenden",36.7,71074,12651,18.5,9.23,51.46,25.7,11.51,134,"KY",TRUE
"Cumberland",37.3,86476,11607,30.5,9.58,52.72,21.9,11.94,57,"KY",FALSE
"Daviess",33.2,74909,16627,16.5,11.78,52.08,191.8,7.76,366,"KY",TRUE
"Estill",33.4,54682,11042,29.5,9.68,51.83,59.8,6.18,101,"KY",FALSE
"Fayette",31.3,99549,20860,15.8,11.02,52.19,816.2,5.38,705,"KY",FALSE
"Fleming",34.7,101470,13336,24,9.22,50.8,35.9,7.46,71,"KY",TRUE
"Floyd",32.1,82110,12910,32.4,9.89,50.99,111.3,3.83,156,"KY",TRUE
"Franklin",34.5,90273,18398,12,12.46,51.58,213.3,3.99,412,"KY",TRUE
"Fulton",36.9,169210,15944,29.2,11.09,54.15,38.8,9.88,254,"KY",TRUE
"Garrard",35.8,71234,13952,18,10.54,51.46,52.8,13.36,137,"KY",FALSE
"Grant",32.2,84783,14066,15.9,8.45,50.66,65,5.03,191,"KY",FALSE
"Graves",37,82027,15361,16.4,12.23,52.04,61.4,7.71,221,"KY",TRUE
"Grayson",34.8,92483,12319,22.8,9,51.12,43.1,7.83,183,"KY",FALSE
"Green",37.5,100535,12853,20.7,10.34,51.33,36,13.08,88,"KY",FALSE
"Greenup",35.6,53670,15094,18.2,13.61,51.47,107.2,7.65,136,"KY",TRUE
"Hancock",32.6,86419,17913,14.6,11.14,49.78,41.3,9.49,42,"KY",TRUE
"Hardin",27.8,66199,15453,14.3,10.16,51.08,134.2,4.98,233,"KY",FALSE
"Harrison",34.7,88216,15319,16.8,10.46,51.46,53.6,15.42,101,"KY",TRUE
